PROVINCIA,EMPLEADOS,VENTAS,ENDEUDAMIENTO_CORTO_PLAZO,FONDO_MANIOBRA,FONDOS_PROPIOS,ScoreBinario,DummieConcursoAcreedores,DummieReclamaciones,DummieIncidencias,AñosConstitucion,CNAE_Categorias,$T-Bietápico,$O-Anomaly
BARCELONA,11.000,417078.380,142318.200,-106944.540,-64672.040,0,0,0,0,7.000,9,clúster-2,F
SEVILLA,3.000,460798.940,167893.700,44170.280,29516.340,1,0,1,0,8.000,7,clúster-2,T
GIRONA,8.000,581970.780,30572.190,52555.860,75749.100,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,26.000,11741550.000,6500032.000,155481.000,798009.000,0,0,0,0,7.000,3,clúster-2,F
CASTELLON,1.000,30156.730,10479.680,-5273.970,-165731.850,0,0,0,0,8.000,1,clúster-2,F
CASTELLON,3.000,119197.460,20008.850,7505.770,10806.590,0,0,0,0,8.000,6,clúster-2,F
GIPUZKOA,1.000,113442.380,8823.640,69096.540,69096.540,0,0,0,0,8.000,17,clúster-2,F
LLEIDA,1.000,456353.880,31380.100,-18673.170,-11876.210,0,0,0,0,8.000,7,clúster-2,F
GIPUZKOA,22.000,1257104.800,120926.890,58684.940,127190.040,0,0,0,0,7.000,9,clúster-2,F
VALENCIA,2.000,3413950.070,6973.300,93246.690,33728.340,0,0,0,0,7.000,7,clúster-2,F
MADRID,1.000,810967.420,49226.590,382468.150,385968.780,0,0,0,0,8.000,7,clúster-2,F
PONTEVEDRA,2.000,57790.720,7639.080,-153.840,-6172.570,0,0,0,0,7.000,8,clúster-2,F
MADRID,1.000,336016.600,357284.840,-50278.900,8997.700,0,0,0,0,7.000,7,clúster-2,F
ILLES BALEARS,3.000,258501.540,80984.480,50708.890,-84500.970,0,0,0,0,7.000,7,clúster-2,F
ALMERIA,5.000,369205.160,283888.570,-112140.550,-110686.680,0,0,0,0,8.000,7,clúster-2,F
VALENCIA,5.000,199998.940,60594.010,20370.250,22642.550,0,0,0,0,7.000,6,clúster-2,F
BURGOS,1.000,160418.490,43161.370,35058.570,16196.980,0,0,0,0,7.000,6,clúster-2,F
PONTEVEDRA,2.000,917484.230,275079.460,71852.430,106720.880,0,0,0,0,7.000,8,clúster-2,F
MADRID,4.000,2494601.520,723457.560,-77546.910,78374.300,0,0,0,0,7.000,7,clúster-2,F
BADAJOZ,1.000,252193.680,318699.340,-217101.210,24375.920,0,0,0,0,7.000,7,clúster-2,F
LUGO,3.000,265038.160,125107.310,53864.450,103160.240,0,0,0,0,8.000,6,clúster-2,F
MADRID,20.000,2107606.730,617257.490,234726.600,223986.470,0,0,0,0,8.000,13,clúster-2,F
VALENCIA,7.000,585462.800,314138.440,74113.480,76867.340,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,1.000,270741.410,112135.970,-30718.850,14003.800,0,0,0,0,8.000,3,clúster-2,F
VALENCIA,3.000,227512.990,55256.540,41644.900,136945.650,0,0,0,0,7.000,3,clúster-2,F
CORUÑA (A),30.000,62322716.730,35968155.420,36540572.480,40945840.360,0,0,0,0,8.000,3,clúster-2,F
ALBACETE,13.000,923629.460,247579.220,36390.410,44807.090,0,0,0,0,7.000,6,clúster-2,F
BIZKAIA,5.000,1602643.760,707580.920,80561.580,639440.180,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,2.000,88355.390,35842.370,12307.340,11376.210,0,0,0,0,7.000,6,clúster-2,F
BARCELONA,8.000,251524.370,61595.150,3582.030,9538.600,0,0,1,0,8.000,7,clúster-2,F
ALMERIA,4.000,1926382.700,1611970.110,288113.200,266376.750,0,0,0,0,7.000,7,clúster-2,F
SEVILLA,2.000,531353.440,52522.590,67270.350,69955.080,0,0,0,0,7.000,7,clúster-2,F
MALAGA,3.000,191300.560,102700.110,-2394.370,605.630,0,0,0,0,7.000,3,clúster-2,F
MALAGA,1.000,52934.000,56361.900,210009.860,218774.610,0,0,0,0,7.000,14,clúster-2,F
SANTA CRUZ DE TENERIFE,9.000,460650.560,140235.520,-111726.020,-33462.180,0,0,0,0,7.000,9,clúster-2,F
SANTA CRUZ DE TENERIFE,8.000,593444.090,298903.170,-60908.220,-25338.230,1,0,0,0,7.000,8,clúster-2,F
VALENCIA,7.000,519660.120,275627.310,-57617.900,35122.080,1,0,0,0,7.000,3,clúster-2,F
MADRID,1.000,65129.660,7984.410,5917.630,4044.350,0,0,0,0,7.000,14,clúster-2,F
BURGOS,3.000,263933.730,35666.600,31838.300,35065.900,0,0,0,0,7.000,6,clúster-2,F
ALMERIA,1.000,42691.820,9304.260,11950.800,19161.140,0,0,0,0,7.000,7,clúster-2,F
CORUÑA (A),1.000,0.000,12857.160,36304.760,3090.550,0,0,0,0,8.000,6,clúster-2,F
LUGO,23.000,2087989.700,368664.720,152253.440,611170.800,0,0,0,0,7.000,8,clúster-2,F
ALICANTE,80.000,225867.430,278172.350,-149530.640,-142643.140,0,0,0,0,7.000,6,clúster-2,F
CACERES,1.000,29815.680,-347.840,5415.810,6243.980,0,0,0,0,7.000,10,clúster-2,F
CIUDAD REAL,25.000,3853780.880,1848024.140,327891.640,449350.050,0,0,0,0,7.000,13,clúster-2,F
BARCELONA,1.000,49595.860,21648.350,197.590,3718.790,0,0,0,0,7.000,3,clúster-2,F
CUENCA,3.000,193583.150,11507.530,5101.520,82132.230,0,0,0,0,7.000,6,clúster-2,F
BARCELONA,0.000,146953.650,44282.190,4910.920,22435.490,0,0,0,0,7.000,6,clúster-2,F
PONTEVEDRA,5.000,1390307.120,238494.610,-90599.610,33268.190,0,0,0,0,8.000,7,clúster-2,F
BARCELONA,4.000,241092.170,79085.230,160112.940,213056.560,0,0,0,0,7.000,14,clúster-2,F
SANTA CRUZ DE TENERIFE,1.000,148075.690,22724.310,17013.450,26611.360,0,0,0,0,7.000,14,clúster-2,F
ALICANTE,1.000,354816.520,11887.000,171933.030,193430.820,0,0,0,0,7.000,7,clúster-2,F
HUESCA,1.000,99647.790,10999.290,24008.600,49777.540,0,0,0,0,7.000,13,clúster-2,F
VALENCIA,1.000,539379.000,233769.240,-26315.400,32225.410,0,0,0,0,7.000,7,clúster-2,F
LLEIDA,1.000,14344519.750,505906.150,787124.280,787424.040,0,0,0,0,7.000,7,clúster-2,F
NAVARRA,25.000,1396471.090,228363.850,-154209.880,8487225.010,0,0,0,0,8.000,9,clúster-2,F
CASTELLON,5.000,813456.330,12651.830,58912.750,130309.890,0,0,0,0,7.000,7,clúster-2,F
ALMERIA,3.000,96885.500,32421.720,-9019.990,2491.410,0,0,0,0,8.000,2,clúster-2,F
GIRONA,3.000,0.000,141095.540,-141095.540,-141095.540,0,0,0,0,7.000,9,clúster-2,F
ASTURIAS,2.000,237847.880,76868.630,101101.180,8475.190,0,0,0,0,7.000,7,clúster-2,F
ZARAGOZA,0.000,63044.410,135285.920,-112061.120,-118373.670,1,0,0,0,7.000,3,clúster-2,F
ARABA,21.000,14660607.070,5552849.850,716587.520,992165.170,0,0,0,0,8.000,7,clúster-2,F
ASTURIAS,2.000,166921.000,65181.220,4589.270,-11047.390,1,0,0,0,7.000,6,clúster-2,F
CORUÑA (A),5.000,281760.290,22866.040,111642.720,1150916.860,0,0,0,0,7.000,9,clúster-2,F
LAS PALMAS,5.000,222332.180,90884.400,-67090.110,7470.070,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,0.000,445833.390,6339.950,300877.560,259011.470,0,0,0,0,7.000,3,clúster-2,F
TERUEL,1.000,67797.280,16533.370,-12707.440,80225.380,0,0,0,0,7.000,18,clúster-2,F
BARCELONA,6.000,602540.080,44483.470,-4273.560,73414.680,0,0,0,0,8.000,17,clúster-2,F
MALAGA,13.000,358243.450,889423.680,-617506.040,-414297.650,0,0,0,0,7.000,7,clúster-2,F
BIZKAIA,14.000,230407.170,233467.950,-18521.350,-12881.140,0,0,0,0,8.000,14,clúster-2,F
MALAGA,9.000,4170151.950,1426172.650,-103746.940,-81144.590,0,0,0,0,7.000,7,clúster-2,F
MADRID,2.000,164699.650,26095.050,5494.750,18134.440,0,0,0,0,7.000,13,clúster-2,F
LUGO,1.000,70085.870,4001.650,36604.640,60932.170,0,0,0,0,7.000,13,clúster-2,F
ALBACETE,2.000,65314.240,80130.200,-27876.150,10908.090,0,0,0,0,7.000,3,clúster-2,F
GUADALAJARA,5.000,8305.680,283194.900,22348.830,29348.830,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,20.000,1307978.840,291019.080,-26414.470,33475.270,0,0,0,0,7.000,9,clúster-2,F
ILLES BALEARS,0.000,710502.020,132474.000,5012.880,28261.770,0,0,0,0,7.000,6,clúster-2,F
LA RIOJA,1.000,93686.520,154270.810,-85923.520,21430.060,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,7.000,428917.200,462771.560,-446521.710,-421770.190,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,2.000,348412.820,239597.970,-184899.210,-221343.400,0,0,0,0,7.000,9,clúster-2,F
ASTURIAS,6.000,382779.820,57216.270,329062.590,391895.990,0,0,0,0,7.000,18,clúster-2,F
LLEIDA,1.000,0.000,310611.320,-827825.730,399624.340,0,0,0,0,7.000,12,clúster-2,F
LLEIDA,0.000,464822.810,98700.370,76378.230,2742.890,0,0,0,0,7.000,7,clúster-2,F
MADRID,0.000,70676.110,15828.910,16604.980,17211.170,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,2.000,104624.630,15267.960,18821.100,4443.370,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,3.000,233566.360,-10322.430,33966.510,91401.870,0,0,0,0,7.000,9,clúster-2,F
MURCIA,44.000,1870212.300,249670.540,241477.750,196320.070,0,0,0,0,8.000,14,clúster-2,F
LAS PALMAS,20.000,1335236.480,137988.880,1198911.920,2577573.940,0,0,0,0,8.000,18,clúster-2,F
SEVILLA,16.000,406614.290,35884.130,22309.380,34655.590,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,1.000,413395.450,82726.560,60324.580,6444533.420,0,0,0,0,8.000,12,clúster-2,F
MADRID,2.000,1000380.450,763696.930,-47043.020,14607.580,0,0,0,0,7.000,7,clúster-2,F
GIRONA,1.000,647929.160,223106.970,109160.000,123813.220,0,0,0,0,7.000,1,clúster-2,F
VALENCIA,2.000,963314.360,-164328.170,237546.850,330819.060,0,0,0,0,7.000,7,clúster-2,F
GRANADA,3.000,1230346.130,138506.650,25045.360,45806.130,0,0,0,0,7.000,7,clúster-2,F
ALBACETE,3.000,97665.120,53647.130,56318.110,27299.040,0,0,0,0,7.000,14,clúster-2,F
VALENCIA,25.000,3901254.200,1190758.800,-431712.480,108775.950,0,0,0,0,7.000,8,clúster-2,F
CADIZ,11.000,1134377.730,596436.000,-64324.960,-1451.740,0,0,0,0,7.000,7,clúster-2,F
MADRID,30.000,17736932.400,0.000,0.000,17909972.940,0,0,0,0,7.000,12,clúster-2,F
MALAGA,8.000,344491.500,101269.910,113380.180,127305.520,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,1.000,96391.290,16329.100,11162.040,36076.400,0,0,0,0,7.000,6,clúster-2,F
LAS PALMAS,1.000,305993.550,32013.730,24150.050,31766.510,0,0,0,0,7.000,13,clúster-2,F
VALENCIA,7.000,631969.840,266540.350,-52110.850,177287.990,0,0,0,0,7.000,3,clúster-2,F
BARCELONA,7.000,1088216.780,328083.240,-52288.720,173198.320,0,0,0,0,7.000,14,clúster-2,F
OURENSE,3.000,388540.220,54269.280,345671.850,366734.030,0,0,0,0,7.000,19,clúster-2,F
BARCELONA,13.000,271728.210,165070.510,271645.180,1854112.920,0,0,0,0,7.000,3,clúster-2,F
MADRID,1.000,143266.320,69279.060,-12817.340,-26367.080,0,0,0,0,7.000,6,clúster-2,F
ILLES BALEARS,1.000,64737.160,2580.300,15114.550,3006.000,0,0,0,0,7.000,18,clúster-2,F
TOLEDO,0.000,912205.160,154032.050,112675.640,225174.200,0,0,0,0,7.000,8,clúster-2,F
CORUÑA (A),5.000,192625.310,64929.730,-40605.350,-64023.990,0,0,0,0,7.000,9,clúster-2,F
LA RIOJA,4.000,198694.890,24233.950,20375.310,37575.970,0,0,0,0,7.000,13,clúster-2,F
GRANADA,20.000,1190655.350,851438.150,-160069.000,946116.510,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,9.000,3017689.210,700081.490,123510.160,105661.770,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,15.000,508903.740,76713.390,159555.030,200965.990,0,0,0,0,7.000,7,clúster-2,F
VALENCIA,6.000,439254.590,28515.700,52704.860,61146.180,0,0,0,0,7.000,7,clúster-2,F
SEVILLA,2.000,17652.330,87856.040,-74956.320,-54656.510,0,0,0,0,7.000,6,clúster-2,F
ZARAGOZA,2.000,122472.730,26825.900,41748.360,297051.100,0,0,0,0,7.000,3,clúster-2,F
CORUÑA (A),2.000,59633.470,3703.890,2889.290,3245.420,0,0,0,0,7.000,9,clúster-2,F
BARCELONA,3.000,293615.020,12337.080,7430.170,34012.420,0,0,0,0,7.000,9,clúster-2,F
TARRAGONA,1.000,15807.450,169748.380,-106475.480,-75482.390,0,0,0,0,7.000,7,clúster-2,F
VALENCIA,3.000,215589.080,92732.490,-69813.390,24439.240,0,0,0,0,7.000,3,clúster-2,F
VALENCIA,1.000,0.000,232140.050,2674091.300,-543765.300,1,0,0,0,16.000,6,clúster-4,F
CASTELLON,3.000,171356.030,18075.450,10059.170,34717.010,0,0,0,0,7.000,13,clúster-2,F
ALMERIA,1.000,79459.140,46649.700,12165.120,12165.120,0,0,0,0,7.000,3,clúster-2,F
CIUDAD REAL,4.000,253893.090,88458.070,4032.570,8510.820,0,0,0,0,7.000,3,clúster-2,F
ZARAGOZA,4.000,274901.960,71424.930,-24376.250,-3227.960,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,20.000,1246441.000,256431.660,8848.480,198294.680,0,0,0,0,7.000,7,clúster-2,F
ZARAGOZA,15.000,1002535.730,160484.400,112124.850,232389.970,0,0,0,0,7.000,9,clúster-2,F
CANTABRIA,7.000,466942.870,199011.750,-134578.460,-65772.280,0,0,0,0,7.000,7,clúster-2,F
CORDOBA,1.000,127565.780,55095.230,-42204.710,-14546.300,0,0,0,0,7.000,7,clúster-2,F
ALICANTE,1.000,620718.030,177359.440,-25354.300,22358.440,0,0,0,0,7.000,6,clúster-2,F
BARCELONA,7.000,471379.030,143136.560,-102895.930,10406.180,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,12.000,989242.830,232899.100,196160.270,285121.780,0,0,0,0,7.000,10,clúster-2,F
MADRID,3.000,764267.600,202215.450,103520.160,76283.510,0,0,0,0,7.000,6,clúster-2,F
GIRONA,0.000,582199.680,183996.090,25308.400,14566.490,0,0,0,0,7.000,7,clúster-2,F
ZARAGOZA,4.000,188627.330,198652.610,-113168.740,-72691.660,0,0,0,0,7.000,14,clúster-2,F
CORDOBA,7.000,386525.130,359414.090,-232693.590,20230.200,0,0,0,0,7.000,3,clúster-2,F
VALENCIA,1.000,358120.220,121059.950,73849.110,13734.110,0,0,0,0,7.000,7,clúster-2,F
ALBACETE,2.000,373690.050,52133.930,20086.520,20786.010,0,0,0,0,7.000,7,clúster-2,F
ALMERIA,6.000,258610.480,16803.190,15080.490,38361.120,0,0,0,0,7.000,9,clúster-2,F
CASTELLON,1.000,111.570,15592.160,-11174.850,-65288.980,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,5.000,265117.750,48356.370,28886.590,33694.150,0,0,0,0,7.000,3,clúster-2,F
ILLES BALEARS,3.000,0.000,47232.230,-83860.310,-55799.650,0,0,0,0,7.000,9,clúster-2,F
MADRID,1.000,42186.140,6870.520,-4517.200,-59237.200,0,0,0,0,7.000,17,clúster-2,F
LAS PALMAS,2.000,930204.130,22977.570,224043.640,94455.850,0,0,0,0,7.000,7,clúster-2,F
VALENCIA,3.000,511332.230,57043.260,86427.520,135282.020,0,0,0,0,7.000,7,clúster-2,F
MALAGA,10.000,663370.690,121663.850,74249.900,62876.730,0,0,0,0,7.000,13,clúster-2,F
ALICANTE,12.000,448861.680,422034.400,-290928.020,-325604.640,0,0,0,0,7.000,12,clúster-2,F
CORDOBA,1.000,189160.820,150605.570,-35789.730,-44454.830,0,0,0,0,7.000,10,clúster-2,F
GIRONA,1.000,339406.890,51945.270,46486.700,46168.430,0,0,0,0,8.000,18,clúster-2,F
MALAGA,0.000,50153.650,71129.160,-49197.930,-45465.980,0,0,0,0,7.000,6,clúster-2,F
SEVILLA,1.000,164776.810,4323.240,37627.970,5827.980,0,0,0,0,8.000,13,clúster-2,F
BARCELONA,9.000,414306.580,133217.600,24980.710,28026.150,0,0,0,0,7.000,6,clúster-2,F
MALAGA,3.000,226089.690,71661.830,-40308.880,-40372.630,0,0,0,0,7.000,9,clúster-2,F
ILLES BALEARS,15.000,329524.870,128335.000,-71710.420,-71345.440,0,0,0,0,7.000,7,clúster-2,F
NAVARRA,7.000,1555716.830,506562.630,7427.200,62560.670,0,0,0,0,7.000,7,clúster-2,F
CACERES,1.000,384084.590,43381.290,98508.420,81430.970,0,0,0,0,7.000,6,clúster-2,F
BARCELONA,0.000,159512.390,-364.340,9729.310,9983.490,0,0,0,0,7.000,14,clúster-2,F
SALAMANCA,1.000,70283.000,110251.370,83730.620,326236.590,0,0,0,0,7.000,13,clúster-2,F
MADRID,4.000,271395.000,42880.930,19064.840,99408.800,0,0,0,0,7.000,18,clúster-2,F
ILLES BALEARS,3.000,150546.960,5438.330,25589.770,5509.680,0,0,0,0,7.000,9,clúster-2,F
ALICANTE,34.000,1477039.980,310772.440,-32852.820,3500.810,0,0,0,0,7.000,7,clúster-2,F
CADIZ,1.000,89231.480,7116.110,16900.540,-6155.880,0,0,0,0,7.000,8,clúster-2,F
BARCELONA,52.000,762085.300,222980.170,77667.340,26980.420,0,0,0,0,7.000,16,clúster-2,F
LAS PALMAS,43.000,517969.780,123503.930,240751.640,264265.190,0,0,0,0,7.000,14,clúster-2,F
NAVARRA,11.000,762160.360,81874.120,108057.840,154790.020,0,0,0,0,8.000,6,clúster-2,F
VALENCIA,1.000,390523.040,61170.750,203272.380,234983.120,0,0,0,0,7.000,13,clúster-2,F
MALAGA,1.000,179077.030,139264.870,-57899.900,-33509.030,0,0,0,0,7.000,6,clúster-2,F
MALAGA,51.000,10224659.330,2304291.900,213579.760,484965.960,0,0,0,0,5.000,8,clúster-2,F
MALAGA,4.000,333983.400,23806.810,-1486.580,4559.400,0,0,0,0,7.000,9,clúster-2,F
MURCIA,1.000,182341.990,126985.660,-2562.120,30554.170,0,0,0,0,7.000,3,clúster-2,F
GRANADA,2.000,222904.860,85023.790,21560.990,21560.990,0,0,0,0,7.000,13,clúster-2,F
MURCIA,4.000,171447.780,19193.770,43343.860,870972.900,0,0,0,0,7.000,10,clúster-2,F
LAS PALMAS,3.000,217917.150,124131.260,-61951.460,6798.630,0,0,0,0,7.000,7,clúster-2,F
ALICANTE,27.000,2745810.790,417476.390,-20459.230,19827.750,0,0,0,0,7.000,3,clúster-2,F
BARCELONA,1.000,241578.860,46998.640,-44491.300,3045.130,0,0,0,0,7.000,16,clúster-2,F
CASTELLON,13.000,588192.380,76028.630,36373.340,7880.990,0,0,0,0,7.000,9,clúster-2,F
MURCIA,6.000,870927.700,421335.680,183737.240,58654.030,0,0,0,0,7.000,6,clúster-2,F
ALICANTE,8.000,1280866.750,160215.100,298131.810,129630.390,0,0,0,0,7.000,3,clúster-2,F
GIPUZKOA,12.000,3946439.360,1290339.540,526710.060,-69176.720,1,0,0,0,7.000,7,clúster-2,F
MADRID,5.000,450163.440,154043.150,293155.190,143613.590,0,0,0,0,7.000,3,clúster-2,F
JAEN,7.000,349322.080,247946.460,41975.090,2969.690,0,0,0,0,7.000,3,clúster-2,F
ALICANTE,2.000,2501743.190,288619.890,60087.110,81354.560,0,0,0,0,7.000,3,clúster-2,F
BARCELONA,2.000,286854.340,119892.520,32989.190,35389.190,0,0,0,0,7.000,10,clúster-2,F
ZARAGOZA,3.000,138790.070,7731.570,3819.790,3876.740,0,0,0,0,7.000,9,clúster-2,F
MADRID,1.000,61150.760,7778.850,-5387.750,-2593.150,0,0,0,0,7.000,9,clúster-2,F
BIZKAIA,1.000,114949.600,166642.840,-102635.690,-110004.060,0,0,0,0,7.000,7,clúster-2,F
GRANADA,1.000,218649.710,47060.200,-585.010,4732.410,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,5.000,281960.420,80764.090,-3096.770,4383.870,0,0,0,0,7.000,6,clúster-2,F
GRANADA,4.000,893184.850,107065.880,-12399.400,7303.650,0,0,0,0,7.000,14,clúster-2,F
SEVILLA,3.000,85172.410,99602.050,-51734.840,-41647.630,0,0,0,0,7.000,7,clúster-2,F
LLEIDA,3.000,7672.640,469446.500,3387958.280,1635611.710,0,0,0,0,7.000,12,clúster-2,F
LUGO,4.000,756140.840,232605.960,262502.090,810971.650,0,0,0,0,21.000,1,clúster-8,F
LAS PALMAS,84.000,1747583.650,391716.250,123006.210,190215.650,0,0,0,0,7.000,17,clúster-2,F
BARCELONA,13.000,230390.950,45402.180,-1414.800,12812.690,0,0,0,0,7.000,16,clúster-2,F
ASTURIAS,12.000,5690842.610,484467.710,17589505.890,469273112.230,0,0,0,0,7.000,13,clúster-3,F
PONTEVEDRA,57.000,22879274.000,7835129.000,772326.000,3672228.000,0,0,0,0,7.000,3,clúster-2,F
VALENCIA,1.000,206298.430,30239.690,99897.590,2638.180,0,0,0,0,7.000,3,clúster-2,F
VALENCIA,2.000,1578041.420,509876.620,-299228.760,-285003.120,0,0,0,0,7.000,3,clúster-2,F
LEON,1.000,58248.550,7982.840,1797.620,8548.200,0,0,0,0,8.000,19,clúster-2,F
VALENCIA,1.000,482315.130,207815.610,53961.090,73162.350,0,0,0,0,7.000,7,clúster-2,F
ALMERIA,1.000,245320.350,54947.700,131210.340,157786.240,0,0,0,0,7.000,8,clúster-2,F
MALAGA,2.000,49137.140,7474.180,2556.420,7945.090,0,0,0,0,7.000,14,clúster-2,F
MADRID,13.000,210557.460,2223818.440,-1522646.940,-573725.510,1,0,0,0,7.000,16,clúster-2,F
SANTA CRUZ DE TENERIFE,16.000,551479.790,237133.510,-157166.450,33079.050,0,0,0,0,7.000,9,clúster-2,F
VALENCIA,2.000,324634.230,74147.200,114205.670,18923.620,0,0,0,0,7.000,9,clúster-2,F
ILLES BALEARS,4.000,451604.290,31816.540,23161.910,100465.080,0,0,0,0,7.000,9,clúster-2,F
LUGO,2.000,439084.050,76922.130,-601.630,3296.720,0,0,0,0,7.000,7,clúster-2,F
ILLES BALEARS,10.000,1013038.520,19536.750,86452.090,86452.090,0,0,0,0,7.000,6,clúster-2,F
CIUDAD REAL,5.000,815989.850,27116.480,71611.290,-89347.070,0,0,0,0,7.000,7,clúster-2,F
VALENCIA,24.000,2079409.680,445983.510,117868.490,200090.620,0,0,0,0,7.000,8,clúster-2,F
LLEIDA,12.000,998324.480,261576.250,27515.180,63527.400,0,0,0,0,7.000,3,clúster-2,F
ALICANTE,7.000,387121.720,37963.630,10080.610,7625.360,0,0,0,0,7.000,9,clúster-2,F
CORUÑA (A),28.000,1223752.720,214059.550,343207.730,527336.580,0,0,0,0,7.000,14,clúster-2,F
BARCELONA,1.000,22629.850,2934.600,-67.520,1952.480,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,1.000,1836104.630,273696.840,678198.750,655958.220,0,0,0,0,7.000,7,clúster-2,F
LAS PALMAS,1.000,68244.270,40235.600,-28708.370,-31231.900,1,0,0,0,7.000,9,clúster-2,F
VALENCIA,1.000,136562.300,-24825.220,498040.910,161927.440,0,0,0,0,7.000,3,clúster-2,F
GIRONA,2.000,561080.000,51736.290,-38611.560,28663.220,0,0,0,0,7.000,8,clúster-2,F
BARCELONA,2.000,700414.240,55259.630,207646.700,210586.840,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,2.000,259451.740,80850.240,47646.230,98496.560,0,0,0,0,7.000,7,clúster-2,F
ALICANTE,5.000,2696898.980,619984.820,37381.740,50206.820,0,0,0,0,7.000,7,clúster-2,F
MURCIA,1.000,158892.120,70966.300,86643.510,70530.520,0,0,0,0,7.000,8,clúster-2,F
PONTEVEDRA,3.000,377806.290,86156.160,14294.920,62996.910,0,0,0,0,7.000,7,clúster-2,F
MADRID,2.000,131911.080,62970.680,-42947.230,-23039.630,0,0,0,0,7.000,7,clúster-2,F
LAS PALMAS,1.000,127759.750,-2863.160,21291.790,-737.820,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,1.000,125816.120,63009.710,-23472.560,-9940.060,0,0,0,0,7.000,3,clúster-2,F
MALAGA,15.000,5826017.970,213321.610,879562.740,1024334.590,0,0,0,0,7.000,14,clúster-2,F
SEVILLA,3.000,407735.850,172973.010,16968.370,11828.410,0,0,0,0,7.000,14,clúster-2,F
LUGO,1.000,1870359.280,470798.260,-51924.380,-60228.170,0,0,0,0,7.000,7,clúster-2,F
ZARAGOZA,0.000,0.000,318164.170,338385.980,293011.080,0,0,0,0,7.000,12,clúster-2,F
CORUÑA (A),2.000,161373.190,202739.340,-292.770,48017.190,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,2.000,651012.700,284307.290,12261.420,22823.400,0,0,0,0,7.000,7,clúster-2,F
CASTELLON,1.000,106739.170,81648.810,-11748.410,-11748.410,0,0,0,0,7.000,7,clúster-2,F
BARCELONA,0.000,21183.710,29763.710,-15063.680,-10497.750,0,0,0,0,7.000,6,clúster-2,F
SANTA CRUZ DE TENERIFE,15.000,496389.440,227330.170,197423.330,293019.800,0,0,0,0,7.000,6,clúster-2,F
LAS PALMAS,1.000,85838.550,36286.540,2772.370,11683.050,0,0,0,0,7.000,6,clúster-2,F
ZARAGOZA,6.000,364762.980,277967.260,-159873.350,-115442.580,0,0,0,0,7.000,6,clúster-2,F
SANTA CRUZ DE TENERIFE,2.000,225088.310,239226.550,-130309.680,350273.520,0,0,0,0,7.000,7,clúster-2,F
MADRID,32.000,1669656.930,274159.920,-501399.820,335550.040,0,0,0,0,7.000,17,clúster-2,F
OURENSE,3.000,39853.420,38120.510,-6315.400,-1662.260,0,0,0,0,7.000,3,clúster-2,F
ALICANTE,9.000,500615.490,102193.060,54809.520,62000.880,0,0,0,0,7.000,6,clúster-2,F
BIZKAIA,8.000,763220.580,195896.430,-179258.150,20616.350,0,0,0,0,7.000,9,clúster-2,F
VALENCIA,1.000,87751.540,35052.240,25837.940,28888.250,0,0,0,0,7.000,6,clúster-2,F
ILLES BALEARS,1.000,64739.270,109987.960,-26620.420,-26300.840,0,0,0,0,7.000,12,clúster-2,F
BADAJOZ,11.000,615737.690,330188.980,163082.170,25376.050,0,0,0,0,7.000,13,clúster-2,F
CASTELLON,4.000,133008.320,77769.520,-61973.010,-46001.340,0,0,0,0,7.000,9,clúster-2,F
BIZKAIA,3.000,1296091.650,98960.520,-14298.900,2422.930,0,0,0,0,7.000,10,clúster-2,F
VALENCIA,13.000,802687.470,102107.150,202323.610,203166.700,0,0,0,0,7.000,9,clúster-2,F
ZARAGOZA,2.000,109441.970,30093.140,-21111.890,-18318.480,0,0,0,0,7.000,7,clúster-2,F
MADRID,1.000,2004200.470,37179.240,405655.650,-42854.020,0,0,0,0,7.000,7,clúster-2,F
VALENCIA,1.000,201022.100,57360.020,20636.620,6805.710,0,0,0,0,7.000,7,clúster-2,F
MADRID,17.000,1361604.390,478511.010,1236162.290,636217.830,0,0,0,0,7.000,7,clúster-2,F
ALBACETE,1.000,74784.280,11822.680,140.130,20258.330,0,0,0,0,7.000,3,clúster-2,F
BARCELONA,1.000,145268.950,128121.300,6896.100,2704.020,0,0,0,0,7.000,7,clúster-2,F
LLEIDA,1.000,34191.290,38624.680,160.600,118702.810,0,0,0,0,7.000,8,clúster-2,F
