PROVINCIA,EMPLEADOS,VENTAS,ENDEUDAMIENTO_CORTO_PLAZO,FONDO_MANIOBRA,FONDOS_PROPIOS,ScoreBinario,DummieConcursoAcreedores,DummieReclamaciones,DummieIncidencias,AñosConstitucion,CNAE_Categorias,$T-Bietápico,$O-Anomaly
SALAMANCA,10.000,848572.470,315680.090,198152.040,340088.050,0,0,0,0,34.000,7,clúster-5,F
BARCELONA,4.000,2535712.760,619772.240,823370.230,839308.990,0,0,0,0,24.000,7,clúster-6,F
MADRID,1.000,61296.430,16468.850,-5718.260,17436.370,0,0,0,0,21.000,8,clúster-8,F
MALAGA,1.000,136.500,18500.000,-30362.930,-16808.940,0,0,0,0,21.000,13,clúster-8,F
BARCELONA,3.000,411477.720,119788.450,97321.860,99660.060,0,0,0,0,22.000,13,clúster-7,F
MADRID,64.000,14805790.060,2402320.800,2865855.260,3389076.880,0,0,0,0,47.000,3,clúster-5,F
GIRONA,9.000,309935.930,96929.650,-30896.270,843714.830,0,0,0,0,26.000,9,clúster-6,F
BIZKAIA,1.000,249917.700,33655.350,224066.340,249376.440,0,0,1,0,29.000,13,clúster-5,F
LLEIDA,4.000,1391689.090,203643.480,319259.180,300238.340,0,0,0,0,16.000,7,clúster-4,F
BARCELONA,42.000,2606986.590,528565.220,158050.070,453533.640,0,0,0,0,16.000,6,clúster-4,F
SEVILLA,12.000,1532644.670,516581.510,259645.500,772679.690,0,0,0,0,26.000,7,clúster-6,F
BARCELONA,5.000,445799.690,91523.950,33100.690,52685.470,0,0,0,0,21.000,3,clúster-8,F
SALAMANCA,16.000,3664250.720,1552006.450,409496.120,1324391.540,0,0,0,0,28.000,7,clúster-5,F
VALENCIA,4.000,521226.440,201218.190,291453.250,378597.210,0,0,0,0,27.000,2,clúster-6,F
BARCELONA,2.000,398502.200,171435.840,18234.120,74052.920,0,0,0,0,35.000,7,clúster-5,F
CORUÑA (A),2.000,86378.180,10374.290,9925.160,38672.530,0,0,0,0,23.000,13,clúster-7,F
MALAGA,14.000,972482.230,287615.930,58101.640,102796.720,0,0,0,0,30.000,3,clúster-5,F
LAS PALMAS,1.000,77653.790,22828.950,68951.490,72236.300,0,0,0,0,19.000,7,clúster-8,F
JAEN,1.000,157272.120,61125.770,301371.120,1054649.370,0,0,0,1,119.000,1,clúster-5,T
BARCELONA,89.000,6309119.850,1418958.890,2529062.530,2740403.460,0,0,0,0,22.000,13,clúster-7,F
SEVILLA,1.000,120818.390,65450.050,99901.250,166080.430,0,0,0,0,24.000,3,clúster-6,F
MADRID,15.000,1490407.290,279986.360,444154.470,893319.650,0,0,0,0,29.000,13,clúster-5,F
BARCELONA,1.000,22626.570,2651.140,79818.400,440295.700,0,0,0,0,25.000,1,clúster-6,F
MADRID,7.000,3303585.260,1314318.010,203992.530,219670.920,0,0,0,0,50.000,14,clúster-5,F
ALMERIA,4.000,121173.370,14123.780,55072.010,-22224.850,0,0,0,0,29.000,1,clúster-5,F
CORUÑA (A),21.000,2937556.620,506999.060,478340.680,2997096.110,0,0,0,0,29.000,1,clúster-5,F
ZARAGOZA,13.000,1509880.000,346520.000,567500.000,832500.000,0,0,0,0,26.000,6,clúster-6,F
ILLES BALEARS,2.000,14983.440,495553.770,364947.600,232925.490,1,0,0,0,29.000,6,clúster-5,F
ALICANTE,4.000,149326.180,659632.730,-141143.390,-5978.160,0,0,1,0,24.000,6,clúster-6,F
MADRID,8.000,908974.380,117999.430,555390.880,588888.290,0,0,0,0,29.000,13,clúster-5,F
ALICANTE,9.000,1814922.810,544701.860,244674.970,276591.410,0,0,0,0,28.000,3,clúster-5,F
MURCIA,1.000,79343.880,113060.540,-51046.480,165093.300,0,0,0,0,23.000,13,clúster-7,F
ALICANTE,1.000,604587.910,1183651.040,6735540.890,17516479.100,0,0,0,0,25.000,6,clúster-6,F
GIPUZKOA,5.000,7021754.090,1395578.560,1625068.590,1659331.050,0,0,0,0,27.000,7,clúster-6,F
MADRID,9.000,1061965.110,708852.230,-16446.250,114642.640,0,0,0,0,39.000,7,clúster-5,F
TERUEL,1.000,44759.920,27343.040,18947.690,27425.560,0,0,0,0,25.000,6,clúster-6,F
MADRID,1.000,0.000,458375.900,22611.040,241189.540,0,0,0,0,20.000,7,clúster-8,F
BIZKAIA,3.000,205207.080,81892.760,-73849.430,-58402.110,0,0,0,0,25.000,6,clúster-6,F
GIRONA,3.000,996246.480,248320.520,713030.290,746908.440,0,0,0,0,23.000,7,clúster-7,F
BARCELONA,1.000,104987.510,20740.940,217705.320,141437.550,0,0,1,0,21.000,7,clúster-8,F
MADRID,3.000,216014.020,60459.590,-28532.690,65366.330,0,0,0,0,25.000,7,clúster-6,F
BADAJOZ,11.000,148042.900,543417.190,-280849.680,-134641.300,1,0,0,0,16.000,9,clúster-4,F
SALAMANCA,2.000,174033.260,13434.730,41691.090,85876.260,0,0,0,0,16.000,14,clúster-4,F
LAS PALMAS,5.000,208782.620,45301.550,125955.810,2340984.330,0,0,0,0,24.000,12,clúster-6,F
ZARAGOZA,2.000,174009.990,63475.700,-46210.810,-31379.790,0,0,0,0,25.000,9,clúster-6,F
LLEIDA,9.000,1255881.340,104066.930,313528.230,448705.790,0,0,0,0,22.000,7,clúster-7,F
MADRID,2.000,106737.490,32655.930,21874.800,70368.770,0,0,0,0,26.000,7,clúster-6,F
SALAMANCA,2.000,241681.750,18933.170,257089.730,853509.590,0,0,0,0,22.000,3,clúster-7,F
MALAGA,1.000,173692.920,0.000,124099.730,146459.870,0,0,0,0,19.000,8,clúster-8,F
BIZKAIA,2.000,500282.650,123983.530,312356.290,480306.290,0,0,0,0,16.000,6,clúster-4,F
ALICANTE,7.000,458687.480,194108.260,48454.460,41868.970,0,0,0,0,29.000,3,clúster-5,F
MALAGA,8.000,137606.450,100149.450,186721.480,183096.450,0,0,0,0,24.000,14,clúster-6,F
MADRID,40.000,4876768.350,1539093.250,237007.980,3062790.890,0,0,0,0,13.000,3,clúster-3,F
MALAGA,1.000,309.250,55582.760,-55185.990,-40392.020,1,0,1,0,23.000,7,clúster-7,T
BADAJOZ,3.000,270943.620,44569.770,80687.000,42560.650,0,0,0,0,27.000,3,clúster-6,F
CORDOBA,1.000,11831.450,17013.800,204103.410,264661.880,0,0,0,0,27.000,7,clúster-6,F
CORDOBA,8.000,435730.520,505168.680,41226.940,1820233.540,0,0,0,0,29.000,1,clúster-5,F
BARCELONA,14.000,2869901.010,1124724.020,762564.370,757806.200,0,0,0,0,23.000,3,clúster-7,F
NAVARRA,1.000,67761.980,47158.480,-18908.200,-154820.420,1,0,1,0,54.000,7,clúster-5,T
CUENCA,8.000,670016.140,76472.620,672502.030,978494.930,0,0,0,0,24.000,6,clúster-6,F
BADAJOZ,1.000,228684.000,44483.670,101151.290,799781.150,0,0,0,0,23.000,1,clúster-7,F
VALENCIA,21.000,1960294.930,308026.860,283321.130,438593.070,0,0,0,0,21.000,8,clúster-8,F
ALICANTE,20.000,2355210.750,1886182.280,380891.500,269167.060,0,0,0,0,25.000,7,clúster-6,F
BARCELONA,2.000,406525.940,577138.980,-195236.400,-50727.490,0,0,0,0,21.000,7,clúster-8,F
GUADALAJARA,2.000,258653.510,338232.840,1983627.030,3659162.510,0,0,0,0,24.000,13,clúster-6,F
CORUÑA (A),7.000,38604.710,345665.170,-257176.830,-232068.330,1,0,0,0,22.000,18,clúster-7,F
BADAJOZ,2.000,178096.440,23997.650,156991.270,164592.180,0,0,0,0,24.000,8,clúster-6,F
ILLES BALEARS,14.000,1239292.640,147607.670,630149.310,1207743.030,0,0,0,0,32.000,3,clúster-5,F
MURCIA,6.000,167928.520,47927.980,-23972.750,10224.690,0,0,0,0,17.000,9,clúster-4,F
TERUEL,3.000,591103.960,37844.720,127742.680,137915.330,0,0,0,0,34.000,7,clúster-5,F
MADRID,4.000,0.000,2881372.340,-1764653.400,3833295.520,0,0,0,0,28.000,12,clúster-5,F
BADAJOZ,1.000,59453.420,10390.850,740759.890,1793574.480,0,0,0,0,18.000,7,clúster-4,F
BARCELONA,0.000,187294.340,61196.050,6859.160,645392.260,0,0,0,0,29.000,12,clúster-5,F
CADIZ,47.000,5081455.270,1025105.710,2161755.570,1175932.130,0,0,0,0,20.000,3,clúster-8,F
ZARAGOZA,1.000,297929.660,100572.570,97478.790,201986.010,0,0,0,0,21.000,3,clúster-8,F
BARCELONA,8.000,800791.090,165411.230,357389.850,368935.440,0,0,0,0,26.000,6,clúster-6,F
TERUEL,25.000,4773063.140,2384021.590,-452172.320,732325.910,0,0,0,0,28.000,7,clúster-5,F
SALAMANCA,19.000,1304647.940,173924.010,225123.060,1213193.490,0,0,0,0,27.000,3,clúster-6,F
BIZKAIA,10.000,518238.660,120225.820,196472.650,263105.110,0,0,0,0,25.000,14,clúster-6,F
TERUEL,1.000,36570.430,2830.920,2447.010,39115.380,0,0,0,0,18.000,7,clúster-4,F
BARCELONA,2.000,234590.650,108509.100,-43981.170,52828.400,0,0,0,0,29.000,14,clúster-5,F
BIZKAIA,1.000,115144.210,612640.330,-304137.510,-300099.490,0,0,0,0,22.000,7,clúster-7,F
GIPUZKOA,83.000,1985564.000,583669.000,227812.000,276842.000,0,0,0,0,22.000,19,clúster-7,F
ALICANTE,15.000,811230.220,254797.660,32084.740,283532.750,0,0,0,0,25.000,3,clúster-6,F
LLEIDA,2.000,86823.590,74537.360,-31634.310,-21824.070,0,0,0,0,25.000,9,clúster-6,F
BARCELONA,19.000,2136519.970,184537.250,936145.050,1181102.320,0,0,0,0,26.000,13,clúster-6,F
SEVILLA,20.000,1142695.900,301162.820,176522.480,110220.530,0,0,0,0,17.000,10,clúster-4,F
TERUEL,0.000,102468.390,30838.780,24044.660,26757.350,0,0,0,0,17.000,13,clúster-4,F
CORDOBA,4.000,300025.210,43105.050,77193.510,67656.360,0,0,0,0,22.000,8,clúster-7,F
TOLEDO,2.000,74548.050,2652.340,86230.220,149486.610,0,0,0,0,27.000,5,clúster-6,F
ILLES BALEARS,6.000,265923.110,94454.530,-9566.920,31199.600,0,0,1,0,26.000,19,clúster-6,F
SALAMANCA,3.000,3003548.040,576304.750,-22262.680,385796.860,0,0,0,0,21.000,14,clúster-8,F
BARCELONA,2.000,222643.490,87510.580,11039.740,46368.670,0,0,0,0,17.000,7,clúster-4,F
BARCELONA,1.000,583137.670,65607.450,413649.670,451111.000,0,0,0,0,29.000,13,clúster-5,F
ALICANTE,3.000,146011.280,525869.870,-421291.700,-312647.330,0,0,0,0,17.000,7,clúster-4,F
ALMERIA,27.000,1291725.680,312410.240,32542.050,212079.740,0,0,0,0,33.000,7,clúster-5,F
BARCELONA,6.000,2393151.220,718498.740,545191.280,649137.680,0,0,0,0,25.000,7,clúster-6,F
MURCIA,4.000,633304.280,120569.350,70588.650,163616.070,0,0,0,0,19.000,3,clúster-8,F
GIRONA,3.000,410704.680,20856.960,18642.670,581744.270,0,0,0,0,29.000,9,clúster-5,F
BIZKAIA,8.000,814824.770,135500.060,83848.520,91867.510,0,0,0,0,21.000,6,clúster-8,F
VALENCIA,6.000,1189896.050,483162.680,-18702.870,126442.430,0,0,0,0,29.000,3,clúster-5,F
SALAMANCA,6.000,1677658.670,814702.390,441492.220,883953.240,0,0,0,0,18.000,7,clúster-4,F
BARCELONA,7.000,432348.570,36454.840,35397.870,44441.450,0,0,0,0,24.000,16,clúster-6,F
ARABA,7.000,418773.520,251255.570,-94863.700,7813.730,0,0,0,0,17.000,10,clúster-4,F
MURCIA,1.000,39123.870,8614.100,59759.630,25267.770,1,0,1,0,17.000,7,clúster-4,F
VALENCIA,3.000,242659.170,192156.790,-6981.010,52484.900,0,0,0,0,23.000,3,clúster-7,F
CIUDAD REAL,2.000,163234.440,62044.420,-48422.770,26587.240,0,0,0,0,26.000,7,clúster-6,F
ALICANTE,5.000,1359038.130,689649.970,182694.820,221975.680,0,0,0,0,18.000,3,clúster-4,F
ARABA,2.000,88602.040,72054.010,562.160,-59741.900,0,0,0,0,18.000,19,clúster-4,F
BIZKAIA,11.000,2572138.790,448698.050,319712.180,1192476.600,0,0,0,0,37.000,7,clúster-5,F
MALAGA,1.000,0.000,200483.390,-186754.230,-154607.510,0,0,0,0,24.000,9,clúster-6,F
LLEIDA,2.000,139598.900,43524.340,499175.610,17659.790,0,0,0,0,17.000,7,clúster-4,F
MALAGA,6.000,314159.670,105612.450,463132.420,677183.880,0,0,0,0,20.000,7,clúster-8,F
BARCELONA,9.000,572787.840,118973.780,-52034.860,43123.810,0,0,0,0,25.000,7,clúster-6,F
BARCELONA,15.000,3505046.410,687920.900,-89924.600,1446440.970,0,0,0,0,25.000,3,clúster-6,F
BARCELONA,14.000,1567096.520,466563.210,-118565.800,654979.760,0,0,0,0,26.000,8,clúster-6,F
CADIZ,4.000,221904.560,112959.640,1272.250,43071.440,0,0,0,0,29.000,3,clúster-5,F
CACERES,20.000,4848511.750,1645865.380,2044958.040,2467252.670,0,0,0,0,28.000,7,clúster-5,F
CORUÑA (A),1.000,90378.370,6324.740,4010.790,13910.070,0,0,0,0,22.000,13,clúster-7,F
CACERES,5.000,289947.090,115533.130,155878.900,217396.650,0,0,0,0,27.000,3,clúster-6,F
ILLES BALEARS,1.000,0.000,147544.240,-41780.600,269889.540,0,0,0,0,19.000,12,clúster-8,F
BARCELONA,1.000,130403.580,105939.050,-15273.410,-5516.670,0,0,0,0,25.000,7,clúster-6,F
ALICANTE,7.000,500388.010,274877.520,344267.530,454495.670,0,0,0,0,26.000,14,clúster-6,F
GIPUZKOA,6.000,2261218.810,362839.890,289017.470,256393.560,0,0,0,0,26.000,7,clúster-6,F
LEON,3.000,115652.170,129502.320,-38567.270,30636.330,0,0,0,0,26.000,9,clúster-6,F
LLEIDA,16.000,1534836.670,219099.950,242374.630,412504.770,0,0,0,0,28.000,5,clúster-5,F
ALICANTE,10.000,1289720.080,131511.220,581688.710,529185.560,0,0,0,0,20.000,6,clúster-8,F
ALICANTE,4.000,285711.690,57723.410,290769.550,275988.990,0,0,0,0,29.000,3,clúster-5,F
ALBACETE,6.000,612645.510,256263.620,2541729.650,886655.870,1,0,0,0,26.000,6,clúster-6,F
ILLES BALEARS,2.000,1406670.580,174989.100,1930702.060,1957084.820,0,0,0,0,23.000,2,clúster-7,F
BARCELONA,11.000,1101190.040,482296.620,142161.360,1078465.120,0,0,0,0,31.000,14,clúster-5,F
ILLES BALEARS,1.000,309905.240,104932.860,-21081.780,-10527.260,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,22.000,769592.430,42837.430,100706.320,113551.840,0,0,0,0,29.000,17,clúster-5,F
VALENCIA,4.000,2009852.740,451575.950,142522.850,276300.820,0,0,0,0,20.000,7,clúster-8,F
SEVILLA,1.000,24000.000,3467.880,2555489.700,6357595.370,0,0,0,0,29.000,12,clúster-5,F
VALENCIA,1.000,139851.250,33568.110,-1675.300,307411.580,0,0,0,0,23.000,10,clúster-7,F
ALICANTE,1.000,48318.920,437319.420,-65387.930,37669.140,0,0,0,0,21.000,7,clúster-8,F
BARCELONA,4.000,205039.350,115884.750,192113.060,7316087.800,0,0,0,0,21.000,12,clúster-8,F
MALAGA,2.000,40680.990,90468.160,-67698.890,-21723.210,0,0,0,0,24.000,7,clúster-6,F
MALAGA,15.000,923181.710,381873.490,1437056.460,3123589.190,0,0,0,0,22.000,12,clúster-7,F
CASTELLON,3.000,224740.390,163037.190,38666.200,49249.170,0,0,0,0,27.000,7,clúster-6,F
GRANADA,1.000,64518.490,37323.990,24665.210,52517.110,0,0,0,0,17.000,6,clúster-4,F
VALENCIA,3.000,542672.450,208709.350,64375.390,143269.740,0,0,0,0,21.000,8,clúster-8,F
ILLES BALEARS,0.000,231396.220,337248.280,-86811.120,-42856.570,1,0,0,0,22.000,6,clúster-7,F
BIZKAIA,4.000,320521.130,54424.430,56401.710,56598.740,0,0,0,0,29.000,5,clúster-5,F
ARABA,3.000,771508.430,161857.880,2255487.690,2460001.250,0,0,0,0,26.000,6,clúster-6,F
MADRID,17.000,1063211.140,440014.380,228162.090,299161.240,0,0,0,0,29.000,6,clúster-5,F
BARCELONA,2.000,40303.350,166524.620,-162203.770,-162061.790,0,0,0,0,25.000,14,clúster-6,F
MALAGA,13.000,902022.210,235437.950,-14077.480,5460.400,0,0,0,0,23.000,6,clúster-7,F
NAVARRA,10.000,1705365.010,285763.720,780192.530,423065.320,0,0,0,0,19.000,7,clúster-8,F
BARCELONA,3.000,2387663.310,244963.530,975184.990,1027823.790,0,0,0,0,34.000,3,clúster-5,F
VALENCIA,3.000,43423.490,12427.060,594640.750,50305.200,0,0,0,0,21.000,10,clúster-8,F
ILLES BALEARS,6.000,412827.850,627841.730,735479.170,6400270.540,0,0,0,0,22.000,18,clúster-7,F
BARCELONA,18.000,1264779.630,167146.700,2149888.280,2467230.140,0,0,0,0,35.000,6,clúster-5,F
MALAGA,2.000,284045.680,63588.820,165168.320,308208.110,0,0,0,0,21.000,13,clúster-8,F
CASTELLON,5.000,347174.300,80532.560,72725.750,73148.270,0,0,0,0,25.000,3,clúster-6,F
ALICANTE,6.000,336516.310,22535.410,85467.140,113265.380,0,0,0,0,16.000,9,clúster-4,F
ALICANTE,1.000,35990.000,431167.830,-355777.520,470912.070,0,0,0,0,30.000,6,clúster-5,F
MALAGA,3.000,170198.080,1161073.910,-496893.050,789051.910,0,0,0,0,28.000,12,clúster-5,F
MADRID,8.000,62970.340,374601.360,280845.920,120505.170,1,0,0,0,23.000,7,clúster-7,F
MADRID,1.000,23046.830,6127.350,1710689.570,4291998.370,0,0,0,0,20.000,12,clúster-8,F
GIPUZKOA,2.000,149089.080,13120.340,342894.270,803144.410,0,0,0,0,29.000,12,clúster-5,F
ARABA,1.000,142130.570,36468.540,75541.330,75541.330,0,0,0,0,23.000,3,clúster-7,F
CORUÑA (A),59.000,1211293.280,166924.530,570427.150,586360.200,0,0,0,0,21.000,14,clúster-8,F
GRANADA,1.000,632918.880,175974.060,43940.540,381164.590,0,0,1,0,21.000,18,clúster-8,F
BARCELONA,1.000,268106.910,111988.710,35545.620,-16228.960,1,0,0,0,44.000,3,clúster-5,F
CANTABRIA,4.000,539783.040,548655.240,17327.650,247457.810,0,0,0,0,25.000,3,clúster-6,F
ARABA,1.000,498504.940,118776.270,75333.620,63595.050,0,0,0,0,16.000,7,clúster-4,F
CACERES,12.000,2647054.590,703337.360,370682.730,878393.890,0,0,0,0,24.000,6,clúster-6,F
VALENCIA,10.000,1187455.390,630908.400,419432.820,404295.050,0,0,0,0,21.000,3,clúster-8,F
MADRID,6.000,428652.260,50561.780,353007.120,353007.120,0,0,0,0,29.000,3,clúster-5,F
ALBACETE,3.000,0.000,3754022.450,-2075727.070,-2139984.710,0,0,0,0,24.000,6,clúster-6,F
ALICANTE,3.000,1143423.630,505841.100,82515.670,128532.870,0,0,0,0,35.000,3,clúster-5,F
NAVARRA,15.000,665799.420,128030.810,-16767.080,58612.690,0,0,0,0,31.000,3,clúster-5,F
BARCELONA,36.000,2424439.390,304684.320,509748.360,746731.160,0,0,0,0,32.000,3,clúster-5,F
CORUÑA (A),1.000,186444.590,17509.630,292061.020,423800.520,0,0,0,0,15.000,7,clúster-3,F
MADRID,3.000,91449.530,94679.940,17998.740,7933.880,0,0,0,0,28.000,3,clúster-5,F
BARCELONA,2.000,80525.190,1831.920,4057.730,-4472.940,0,0,0,0,24.000,9,clúster-6,F
ARABA,1.000,34827.120,45290.790,199315.680,268424.290,0,0,0,0,22.000,14,clúster-7,F
MADRID,1.000,97346.450,431527.870,-282551.310,-270046.280,0,0,0,0,23.000,6,clúster-7,F
NAVARRA,11.000,570164.960,373386.170,5383.990,100383.190,0,0,0,0,30.000,3,clúster-5,F
NAVARRA,1.000,29194.180,21741.690,-19067.810,-12670.210,0,0,0,0,22.000,7,clúster-7,F
MALAGA,5.000,338172.410,47790.790,95736.540,109019.980,0,0,0,0,18.000,13,clúster-4,F
NAVARRA,99.000,24326813.830,5715609.980,-2125098.290,5488562.540,0,0,0,0,27.000,3,clúster-6,F
BARCELONA,10.000,831702.370,165054.100,1405369.480,1522153.300,0,0,0,0,53.000,3,clúster-5,F
BARCELONA,1.000,360056.190,197086.700,40956.730,-25837.020,1,0,0,0,29.000,3,clúster-5,F
BARCELONA,5.000,867677.480,291513.220,-31951.740,152705.640,0,0,0,0,21.000,7,clúster-8,F
BIZKAIA,10.000,661672.930,71709.320,29463.400,175216.330,0,0,0,0,28.000,13,clúster-5,F
BARCELONA,2.000,155905.260,39950.080,-5988.880,19598.760,0,0,0,0,19.000,10,clúster-8,F
CACERES,1.000,8000.000,193977.790,-165003.440,167020.070,0,0,0,0,18.000,9,clúster-4,F
ALICANTE,1.000,4503.640,800.000,131212.940,261034.380,0,0,0,0,23.000,12,clúster-7,F
BARCELONA,3.000,166517.280,92844.270,-66295.650,7075.450,0,0,0,0,30.000,9,clúster-5,F
ILLES BALEARS,18.000,1529169.310,267887.690,-19813.950,186709.120,0,0,0,0,29.000,10,clúster-5,F
BARCELONA,17.000,808746.350,97275.930,-14767.900,60446.490,0,0,0,0,26.000,17,clúster-6,F
OURENSE,3.000,563958.460,614173.020,-144014.650,-98791.450,0,0,0,0,24.000,3,clúster-6,F
CORDOBA,4.000,858190.350,557896.530,-41792.820,363593.610,0,0,0,0,22.000,7,clúster-7,F
VALENCIA,1.000,1382001.080,119739.900,336833.370,168903.850,0,0,0,0,17.000,7,clúster-4,F
VALENCIA,6.000,579914.570,40931.670,127379.490,192124.010,0,0,0,0,15.000,9,clúster-3,F
VALENCIA,21.000,1025477.080,101645.750,608645.950,1187378.330,0,0,0,0,29.000,1,clúster-5,F
BARCELONA,12.000,1476215.800,741066.030,49295.730,966898.440,0,0,0,0,32.000,3,clúster-5,F
ALICANTE,8.000,404558.320,182027.110,215722.880,488434.300,0,0,0,0,52.000,3,clúster-5,F
ALMERIA,4.000,603068.780,574289.980,-511089.600,-256272.920,0,0,0,0,24.000,8,clúster-6,F
ALMERIA,1.000,1652931.720,836133.880,3188517.820,2703406.390,0,0,0,0,29.000,6,clúster-5,F
ALICANTE,1.000,30309.720,834862.850,-294086.390,-234850.310,0,0,0,0,26.000,3,clúster-6,F
ALBACETE,1.000,69657.930,367066.040,-296379.800,416156.070,0,0,0,0,21.000,6,clúster-8,F
NAVARRA,1.000,106190.430,59392.340,-18245.320,-18245.320,0,0,0,0,19.000,6,clúster-8,F
ALICANTE,27.000,4061592.890,1648126.990,865480.420,1200217.670,0,0,0,0,27.000,3,clúster-6,F
NAVARRA,15.000,1218116.230,104592.820,639852.130,1000577.470,0,0,0,0,15.000,14,clúster-3,F
BARCELONA,33.000,5507070.670,3611179.510,-456263.270,621995.890,0,0,0,0,36.000,3,clúster-5,F
ALMERIA,4.000,442740.040,115023.670,387960.060,96635.670,0,0,0,0,26.000,8,clúster-6,F
VALENCIA,2.000,151923.150,17406.740,48156.510,48571.450,0,0,0,0,19.000,14,clúster-8,F
VALENCIA,32.000,818765.340,125568.170,-111939.880,391146.580,0,0,0,0,26.000,17,clúster-6,F
ALBACETE,2.000,159270.290,74829.170,17840.260,97493.010,0,0,0,0,29.000,13,clúster-5,F
CORDOBA,3.000,292601.390,124235.710,-17102.920,89966.200,0,0,0,0,24.000,3,clúster-6,F
ALBACETE,4.000,268734.370,374240.430,-112471.940,676652.570,0,0,0,0,29.000,1,clúster-5,F
BARCELONA,5.000,355775.600,61119.420,307924.700,350456.050,0,0,0,0,25.000,3,clúster-6,F
LUGO,0.000,46845.160,92286.340,-80277.830,132979.250,0,0,0,0,27.000,9,clúster-6,F
NAVARRA,1.000,156040.140,171890.420,-58200.930,141087.910,0,0,0,0,19.000,3,clúster-8,F
VALENCIA,1.000,101944.410,36825.200,130106.000,171564.280,0,0,0,0,19.000,13,clúster-8,F
MALAGA,1.000,266155.800,161092.410,-51868.340,622712.980,0,0,0,0,33.000,7,clúster-5,F
CORDOBA,4.000,225156.910,56149.010,103913.610,127654.250,0,0,0,0,25.000,6,clúster-6,F
CORDOBA,2.000,136860.480,18900.430,24307.010,24307.010,0,0,0,0,24.000,6,clúster-6,F
ALICANTE,2.000,85935.270,237427.270,-182038.280,471172.020,0,0,0,0,29.000,12,clúster-5,F
VALENCIA,20.000,1538363.210,895208.630,-176758.650,331444.340,0,0,0,0,16.000,3,clúster-4,F
ALICANTE,4.000,269205.610,3003913.430,-2777379.550,-195930.890,0,0,0,1,21.000,6,clúster-8,F
VALENCIA,0.000,102854.590,34724.850,86256.380,123755.970,0,0,0,0,21.000,7,clúster-8,F
CORDOBA,1.000,60970.070,222971.280,22906.680,136434.550,0,0,0,0,22.000,7,clúster-7,F
LAS PALMAS,1.000,153436.950,11586.660,298513.340,404338.150,0,0,0,0,25.000,3,clúster-6,F
SALAMANCA,24.000,1954317.420,683783.930,-478858.770,717953.450,0,0,0,0,35.000,7,clúster-5,F
NAVARRA,7.000,628353.920,83445.630,272475.590,484873.810,0,0,0,0,23.000,7,clúster-7,F
BARCELONA,1.000,210378.580,213814.560,-69967.730,19703.970,0,0,0,0,18.000,7,clúster-4,F
MADRID,69.000,15799519.320,22632506.970,3309604.300,5896746.480,1,0,0,0,29.000,6,clúster-5,F
NAVARRA,2.000,138188.240,15820.890,78682.630,193917.950,0,0,0,0,37.000,8,clúster-5,F
ZARAGOZA,1.000,50576.080,14381.840,11588.000,22170.030,0,0,0,0,29.000,3,clúster-5,F
CORDOBA,6.000,381241.840,83956.590,-7910.460,88517.450,0,0,0,0,21.000,6,clúster-8,F
SANTA CRUZ DE TENERIFE,2.000,169700.670,25313.630,5611.880,342323.670,0,0,0,0,29.000,14,clúster-5,F
ILLES BALEARS,2.000,109876.050,24239.610,123728.910,105668.540,0,0,0,0,29.000,9,clúster-5,F
VALENCIA,111.000,809725.470,5810671.680,5262453.890,22260219.120,0,0,0,0,19.000,1,clúster-8,F
BARCELONA,5.000,1102997.840,240420.710,1385529.100,1454944.530,0,0,0,0,34.000,7,clúster-5,F
ZARAGOZA,50.000,2608606.100,892158.950,622921.950,3748743.260,0,0,0,0,55.000,16,clúster-5,F
ALBACETE,3.000,293688.290,161268.740,361526.760,123993.200,0,0,0,0,33.000,13,clúster-5,F
VALENCIA,1.000,181875.760,85979.140,-9944.160,384040.530,0,0,0,0,21.000,17,clúster-8,F
BARCELONA,2.000,181124.960,55150.030,205563.060,260675.270,0,0,0,0,20.000,7,clúster-8,F
BARCELONA,1.000,7885.150,74932.160,-68712.080,-20450.580,0,0,0,0,29.000,3,clúster-5,F
MADRID,1.000,0.000,3002.790,886628.780,2588023.180,0,0,0,0,29.000,12,clúster-5,F
NAVARRA,3.000,1468879.630,321829.490,30862.340,117676.420,0,0,0,0,24.000,8,clúster-6,F
ZARAGOZA,4.000,681001.360,150709.410,243154.060,480932.130,0,0,0,0,33.000,3,clúster-5,F
VALENCIA,16.000,1543114.990,296453.700,133431.050,323856.200,0,0,0,0,21.000,7,clúster-8,F
MADRID,0.000,0.000,12954.770,79077.920,80182.000,0,0,0,0,29.000,13,clúster-5,F
GRANADA,1.000,84923.310,145225.620,-76038.070,-42471.790,0,0,0,0,21.000,8,clúster-8,F
NAVARRA,1.000,30080.980,5815.650,35515.260,125822.190,0,0,0,0,20.000,10,clúster-8,F
BARCELONA,10.000,1437505.740,361476.090,752507.570,1078785.160,0,0,0,0,17.000,7,clúster-4,F
HUESCA,4.000,461881.300,69694.870,477069.700,393502.020,0,0,1,0,24.000,3,clúster-6,F
BARCELONA,1.000,296133.960,124583.310,39500.340,3147.360,0,0,0,0,50.000,7,clúster-5,F
MADRID,1.000,34767.590,117477.960,-96077.130,2253.430,1,0,1,0,22.000,12,clúster-7,F
ILLES BALEARS,1.000,172684.560,99317.290,-34474.440,193474.720,0,0,0,0,26.000,14,clúster-6,F
